Id,Comment,Label
2571,Nuôi con,0
2573,"Ui, ghê ha",0
2575,hình như trang này có thù với J hay sao ă cứ thấy vài tuần là có 1 bài lâu lâu chìm cái đăng lên nổi lại.,0
2577,Jack nhớ tất cả chỉ không nhớ sol,0
2579,Theo thì Jack góc nào cũng khuất,0
2581,Hành văn như c vậy,1
2583,"Kể ra Jack cũng đáng thương quá trời mọi người ơi, sống trong showbiz mà nhiều áp lực, bị hết người này đến người khác chèn ép, hạ bệ thật là khó khăn, gian khổ. Nếu đổi lại là người bình thường thì không ai có thể chịu đựng được những việc như thế, nh… See more",0
2585,Nhung Lu thương a,0
2587,Xấu trai thì nói ít thôi,0
2589,Lồng tiếng chị Phiến vô nha,0
2591,Nuôi con rồi làm ung nhọt đâu đó thì ung,0
2593,Thanh Huong thương bé meo,0
2595,ai đưa cho ảnh cục xương dùm đi,0
2597,Còn thở thì về thăm bé Sol nuôi dạy nó đi khỏi phục vụ ai hết,0
2599,phục vụ drama là tao vui rồi,0
2601,Đã bỏ con còn thích đóng vai nạn nhân,0
2603,nghe mắc ói vl,0
2605,"Ít ra Jack còn 5 củ chứ thằng cha của con t còn k có củ nào, chỉ có cái củ lặc thôi :))))",1
2607,"Ai bắt anh liếm gót giày , a nói thì a chỉ tên gaaaaaa",0
2609,Ok thằng bỏ con,2
2611,Bị vậy lâu chưa,0
2613,Nuôi con,0
2615,Lời văn nó cứ lủng củng thế nhờ,0
2619,Câu văn lủng củng y như mấy mẩu truyện ngắn trên mạng,0
2621,Mấy thằng ấp ủ mưu mô trả thù đéo ai đi khoe ra như thế này cả =))))) nói chung là mõm,1
2623,Hôm nay bạn ấy viết đúng chính tả và ko còn sai nữa nha,0
2625,Việt Long Nguyễn thương a tôi chưa,0
2627,"Nuôi đc con đi rồi muốn nói gì thì nói, muốn làm gì thì làm",0
2629,"Lèm bà lèm bèm, Sơn Tùng ngày xưa bị cả showbiz ghét cũng có nói gì đâu:) muốn ngồi ở vị trí không ai ngồi được phải chịu được cảm giác không ai chịu được…",0
2631,Chắc sắp ra bài Rap mới,0
2633,"J đây,bú đá quá ngáo chó đăng tus à :))",1
2635,Thà bỏ con chứ ko bỏ qua chuyện này. Mãi là J97,0
2637,"Sở khanh đóng vai nạn nhân à ? Thôi ko ai cần phục vụ đâu, đừng làm hỏng tương lai của trẻ con",0
2639,Phạm Ngọc Ánh idol đã lên tiếng,0
2641,Mưu mô mà nói bô bô cho thiên hạ nghe zik hai =)),0
2643,Xem phim nam tổng tài quá 180p à Jack :)),0
2645,Phan Nguyễn Quyền Ngân Bingsu Matcha anh các bạn đang xàm lone cái gì vậy =)))))),0
2647,Thương anh,0
2649,"Sưng tấy piter khi uống lượn trong đêm thanh tịnh ,phịch phịch phịch",0
2651,Phuong Anh chồng em đăng tâm thư,0
2653,Tue Anh nghe a nói chưa,0
2655,Bao nhiêu năm trong nghề rồi mà viết kiểu hành văn như hành kinh ý,0
2657,"Ngọc Nguyễn k bít ảnh bị sao nữa
thương quá",0
2659,Gì ghê v tr,0
2661,Hành văn gì mà lộn xộn zị,0
2663,Da mặt dày hơn vỏ trái đất,1
2665,"Mùa mưa tới rồi lo đi tắm chung với fan của m đi kìa, nhìn thầy ứa",0
2667,Jack dữ dằn vậy,0
2669,Trong showbiz có tệ nạn bỏ con à.,0
2671,Dốc-kơ đã quạu :((,0
2673,Anh ngầu quá,0
2675,"Nhớ những trò bẩn thỉu , nhớ từng gương mặt , nhớ nốt Sol thì không",0
2677,Còn thở là còn bỏ con!,0
2679,Xợ ơi xợ,0
2681,Chơi gì khai mau? Bỏ con cũng được nhưng bỏ cuộc thì không,0
2683,Đùa khom dui ảnh đã căng,0
2685,Binh Nguyen đọc cmt đi e,0
2687,Hút ít thôi anh,0
2689,Phương Trinh giải trí tí nha bà,0
2691,Thương anh,0
2693,nam chính anime hắc hoá :))),0
2695,Thắc mắc là liếm chưa?,0
2697,"Tú Anh đọc cmt giùm, đố k cười",0
2699,lại tỏ ra mình bị hại à,0
2701,Phuong Linh chồng lên tâm sự kìa,0
2703,Từ ngày có jack mà t ghét luôn con đom đóm,0
2705,Yến Nhi ảnh chửn bị,0
2707,"Có nghĩa là bây giờ đang vì tiền nên nhịn nhục mà sống, vẫn ghim lại hết những ai mình không ưa. Rồi đợi ngày giàu rồi, nổi rồi thì mới lật mặt tung chiêu. Hảo hán.",0
2709,"Ảnh viết tâm thư làm như kiểu ảnh thương con lắm, con bỏ ảnh chứ ảnh không bỏ con",0
2711,Bỏ con thì ko có kết cục tốt đẹp đâu anh ạ,0
2713,Phương Nguyễn viết lủng củng chẳg hiểu gì má,0
2715,Phục vụ khán giả thì đừng lấy tiền.cũng đi hát kiếm cơm mà làm như đi hát từ thiện vậy.,0
2717,Ngày nào còn thở thì ngày đó k nhận con,0
2719,Bỏ 3 đứa con ruột mà góc với chả khuất mịa gì.,0
2721,Ngày nào còn thở thì vẫn không chu cấp cho con,0
2723,"Cho ảnh đi diễn đi, ko có thời gian hại đời ai nữa",0
2725,Lên được 6tr nuôi con chưa ?,0
2727,Phương Gia Linh ngẫm đi kon,0
2729,túm lại có nuôi con ko,0
2731,Nuôi tóc đc chứ ko nuôi con đc,0
2733,Đừng thở nữa,2
2735,Dương Bảo Ngọc tụi bay ác với anh t lắm,0
2737,Ghê zẹy ó hỏ,0
2739,Giang Giang đọc cmt kkkk,0
2741,hl thật sự,1
2743,"Mẹ con mài là loại bẩ.n thỉu nhất cái showbiz này rồi, ai hơn đx nữa. Nhớ cái hồi mẹ con m vào vai nạn nhân để diễn khiến thg KCM bị chử.i ko ngóc đầu lên nổi, hay vụ mẹ con m đối xử với giọt mau’ của chính nhà chúng m bỏ rơi mà thấy kinh tở.m.",1
2745,Thằng đb này giờ có thở ra t cũng ghét nữa chứ đừng nói góc khuất.,2
2747,Mấy đứa ở đây lấy người khác ra chà đạp và dùng những ngôn từ để được lên Top...Các bạn còn quá trẻ và những từ ngữ này chẳng mang lại lợi ích gì cho các bạn nhưng lại huỷ diệt một người đang phục vụ cộng đồng.,0
2749,"Thôi má, má dừng nghệ thuật cũng đc rồi. Ai mượn má cống hiến đâu",1
2751,Hóng phốt ngành :)),0
2753,Để nghị sở ban ngành thu hồi và tiêu huỷ sp kém chất lượng này,0
2755,Sơn Tùng thiên tôn,0
2757,HT2 phàm nhân tu tiên ;))))),0
2759,Hóng phần tiếp theo :)),0
2761,"Cái văn này bọn mới lớn thời tao (tầm 2005 - 2010) vẫn hay dùng mà, nó lủng củng, vô nghĩa, câu sự thương hại. Cậu ấy có tiền mà vẫn bị củ chuối với phèn ỉa ra vậy nhỉ? Kiểu quê vl ra. Nhìn mấy đứa sang sang khác mà học tập.",0
2763,Huong Truc Le bù đắp cho ảnh đii,0
2765,"Đóm em yêuu anhhhhhhhhhh, húuuuuuuuuuuuu",0
2767,Chắc đọc ngôn lù trung quốc nhiều quá,0
2769,Đang lướt fb vui lại trúng bài thằng này chán tắt luôn ... mẹ bà,1
2771,Thanh Hoài thằng chó,0
2773,"Nguyễn Thị Thu Quy Nguyễn Như Ý. Dài quá nhát đọc, tóm tắt dùm!",0
2775,tháng này chuyển đủ 5tr chưa sao mắc nói vậy ?,0
2777,Minh Thư ghê z,0
2779,Minh Chánh doc cmt cuoi e,0
2781,Ai bắt vì tinh tú của t liếm giày vậy bay,0
2783,Nguyễn Bảo Trân a buồn kìa,0
2785,Nhưng mà cái quan trọng chú phải biết là chú hát dở dữ lắm trời ơi.,0
2787,Ngày nào còn thở là ngày đó tao còn anti mày nha. Vừa xấu zai lại còn bỏ con,0
2789,Ghê ha. Còn sống mà đéo nuôi con. Nhục,2
2791,ng j đâu mà như ccc,2
2795,Vô đọc cmt thôi nha,0
2797,"Jack không bao, giờ viết những dòng này…",0
2799,Lồn này trẻ trâu dữ vậy trời đọc cap mà bực bội luôn,0
2801,Kẻ đường mỏng thôi,0
2803,Ngày nào còn thở là còn bỏ con,0
2805,"Ko hiểu sao mọi người chê và chửi Jack, tại mình thán phục Jack ghê gớm là sao xấu kinh khủng vậy mà nổi tiếng được",0
2807,Thi đã mệt còn gặp nữa,0
2809,Ăn Vặt Thỏ :))))) chơi đồ chưa rã,0
2811,Ăn ở tốt thì đã ko ra mức này,0
2813,Châu Hải Nam tưởng viết fanfic,0
2815,"Jack chưa bao giờ nói về Drama lớn nhất cuộc đời nhỉ, nhạc bạn này mình vẫn nghe, Drama thì mình vẫn hít :)))",0
2817,rồi có nhớ mặt con không?,0
2819,My Nhi nó làm như nó là người bị hại ko bằng vậy đó,0
2821,ai cứu cho drama của Jack,0
2823,Minh Tâm Nguyễn đợi ngày báo chù,0
2825,Phương Anhh xem anh iu giãi bày,0
2827,Làm gai cho con người ta sưng mắt,0
2829,"Muốn thành tinh tú thì mình phải tu tính đi cha nọiiiii, đạo lý quần què!",0
2831,Ai rãnh mà đọc,0
2833,Đào Tiến Đạt bảo trẻ trâu lại tự ái,0
2835,“ Nuôi tóc dài được nhưng nhất quyết ko nuôi con ” - J97 said..,0
2837,B là nhất,0
2839,Trần Nguyên Hiệp.mãi ủng hộ ảnh,0
2841,Sống như cc đòi hỏi cl,1
2843,"Học mới lớp 10 có khác, dùng từ đau to búa lớn nhưng hành văn chả tới đâu, đọc hiểu chết liền :)))",0
2845,Dạo này rảnh quá cày phim anh hùng rồi bị lậm phim hả,0
2847,Nó đang nói mê sảng gì vậy,0
2849,Thuỳ Giang a chách,0
2851,Anh ơi bình tĩnh nha dù gì em cũng là anti của anh thôi,0
2853,Hát dở mà còn văn vở,0
2855,Sợ quá. Vậy mà bám view lắm,0
2857,"Bọn nhà báo đói like , suốt ngày đem thằng nhỏ lên câu like haizz ,",2
2859,ủa chứ hông phải ảnh là góc khuất đó hả,0
2861,Lương Triếtt viết tâm thư cho ảnh chưa,0
2863,Nói hay quá nhưng rất tiếc lời nói của chú không có giá trị,0
2865,M chính là góc khuất,0
2867,Thư Trần mợt lắm ồi,0
2869,xưng tao với ai đấy ?,0
2871,Du Du bỏ con chứ hong bỏ cuộc =))) +1 nghị lực cuộc sống =))),0
2873,Ảnh làm như ảnh sống tử tế lắm,0
2875,Bản thân sống như cái l ở đó văn vở,0
2877,Nghiệp súc,2
2879,Lè nhà lè nhè,0
2881,chia sẽ chuyện buồn nhưng k 1 ai đồng cãm,0
2883,Nguyễn Hồ Thu Thuỷ sợ ma quá tr,0
2885,cố tỏ ra nguy hiểm ^^,0
2887,Làm như tử tế lắm,0
2889,"Thư Đặng Xìa Xìa ta đánh giá thấp a Jack rồi, a J đang ủ mưu báo thù đó :))))",0
2891,Lê Trần Anh Thơ ảnh ngầu quá trời,0
2893,Tư Tư mục tiêu cuối cùng của rách sẽ là m,0
2895,Đậu Đậu do m đúng ko,0
2897,Ngọc Huyềnn rảnh quá cho đi chùi wc đi:)),0
2899,Tran Nu Tieu QuynhNhư Trần nói j z,0
2901,Sắp nghỉ hè nên mạnh miệng lắm á,0
2903,Hoàng Thuỷ ãnh hù,0
2905,Âu Tuyết Trinh hơi thở gắt,0
2907,có đẹp k mà đòi đóng vai nạn nhân,0
2909,Anh chính là góc khuất,0
2911,Thà bỏ con chứ quyết k bỏ qua chuyện này,0
2913,"Thà bỏ con chứ không bỏ cuộc. Dừng lại đi anh Jack à em thấy đủ rồi đó ""Đủ Nghi"" Đỉ ngu",0
2915,Trinh Quách tưởng sắp mở chiến tranh không á,0
2917,Mày nín,1
2919,Ngân lam 3 di roi nch,0
2921,Sin Sin Nghe nói gu bà kiểu bá đạo đồ hả? Bà cân nhắc anh này đi,0
2923,Từ sân khấu FWD tới sân khấu hội chợ luôn đỉnh nhất a Chách,0
2925,Rách sắp lật đổ ngành giải trí òi,0
2927,Nhu Y Nguyen ảnh nữa kìa,0
2929,Chú muốn thành công đúng không?… See more,0
2931,Thương anh,0
2933,Đừng bỏ con thì đã là thành NGƯỜI TỐT rồi. Không cần làm việc gì nghe lớn lao vậy đâu. Ớn,0
2935,Vương Minh Phương ai bắt anh liếm gót giày zậyyy :)),0
2937,Nụ cười của kẻ chiến thắng,0
2939,Sốt cả ruột =))),0
2941,Nghề nào cũng có góc khuất. Jack nói như thể Jack chưa từng bị khui góc khuất vậy Jack =))))),0
2943,Cố lên nhé ! Thương Cậu !,0
2945,Gê chờiiiiii,0
2947,Dữ v sao,0
2949,Ủ mưu mà nói to dữ cha cố =)))))),0
2951,"Hổng ấy,đừng làm kiểu bí hiểm vậy đc ko bảo bối :))))",0
2953,Sưng tấy lên làm t nhớ đến tập cơm nguội ông thầy bị ông chích,0
2955,"Thà bỏ con chứ ko bỏ cuộc, tưởng mình st hay gì :))",0
2957,Dữ òi dữ òi,0
2959,Nhất quyết không chăm con à :((,0
2961,thôi im mồm đi,0
2963,Thà bỏ con chứ k bỏ cuộc..,0
2965,Tưởng đang đọc n9 báo thù không đó :)))),0
2967,Cha này hình như cũng dí KICM tét nách phải khum mn,0
2969,Nguyễn Quỳnh Anh đọc cmt từ bên kia qua bên đây mà cười k ngủ dc,0
2971,Nó định thắt dáii phải ko,0
2973,Liêm chăng?,0
2975,Anh này chắc chích cái ảnh xì á. Chứ sao thấy ảnh căng....cọt dữ za,0
2977,Anh Thư chắc ảnh chưa nghe bài trình,0
2979,Bé Bơ chin nhỗi đi a tha cho,0
2981,Còn thằng J97 thì xấu mọi mặt,0
2983,Lê Thục Trinh có vietsub k á ?,0
2985,Nguyễn Lê Kiều An Huỳnh Thị Thuỷ Tiên Xem ảnh đang liên thiên cái gì z kìa,0
2987,“Cần đã tôi thế đấy”,0
2989,Son Phan này mới đáng nghe nè,0
2991,Căm mỏ,1
2993,T bỏ con thôi huhu BaoTran Bui,0
2995,Z chứ k nuôi con là k nuôi,0
2997,Rap diss hay gi v :)) lên bài đi a lâu quá chưa nghe diss,0
2999,Khùng lồ n,1
3001,Ảnh sống như hạch mà ảnh ra vẻ ớn,0
3003,nguy hiểm đấy :))),0
3005,K viết tâm thư cho con gái à,0
3007,Thư Trần =))) vô an ủi chồng,0
3009,Câu củng chán,0
3011,Nuôi được tóc chứ không nuôi được con,0
3013,Khó như bỏ con ảnh còn làm được thì bỏ cuộc có là gì đâu,0
3015,"Tội nghiệp bạn ấy, bạn ấy luôn cố gắng, không bỏ cuộc, bạn bỏ con…",0
3017,Ngáo đá chắc luôn,0
3019,Dinh Hieu huhuuuu thương quá bạn ơi,0
3021,Teen fic hả,0
3023,Là xao dị cha =)),0
3025,"Tài năng k đáng sợ, đáng sợ là có tài mà bất lương . Nghĩa là k có lương tâm luôn để mà quay đầu",0
3027,Phạm Lan Chinh Jack của chúng ta,0
3029,Hồng Thắng sếp chỉ là bị hại thôi hả anh ?,0
3031,"Phương Trinh ai làm ảnh giận dỗi vữ vị chời, tọi nghịp chưa",0
3033,Khùng,1
3035,Song Anh dũng sĩ diệt ...,0
3037,Nguyễn Vinh thương ânh rấch,0
3039,Minh Hằng Nguyễn T. T. Du nay chồng các b deeep nhỉ,0
3043,mới chơi đồ xong hả Rách?,0
3045,Nguyễn Thị Thanh Hoa tôi thấy chị haha rồi nhé =))) chuyện buồn cười nhà chị đấy à =))),0
3047,Xaolol,1
3049,Duma nó viết 1 hồi t đọc t tưởng t là người ác ko đó,1
3051,Việt Hằng chưa hiểu ai đồ muốn nói gì,0
3053,Vô đọc toàn anti robot,0
3055,Tú Uyên :)) r nuôi con ch tr,0
3057,Cái tao cần là góc khuất mày có bao nhiêu đứa con rơi thì mày k nói!,1
3059,Linh Phuong m hoi han chua con,0
3061,Vô phước lắm mới gặp ngay bài đó lúc mới mở tiktok lên,0
3063,bỏ con thì im mẹ mồm m đi,1
3065,Tăng Hà My đọc mà tưởng mấy thằng nhóc học cấp 2 viết kh á,0
3067,Tuệ Nguyễn thậc vĩ đại,0
3069,Giao Giao tội anh t quá,0
3071,Cười ỉa v trời,0
3073,Trinh Kookie phần thưởng sáng sớm,0
3075,Đoàn Ngọc Duyên dô nghe ảnh trải lòng kìa bà,0
3077,Sống tử tế thì có dell gì phải suy,0
3079,GH Nguyen chắc chơi game quá đà,0
3081,Vây ma vân lỳ nên giải ghệ đi vê lm công ty,0
3083,Mai Nguyễn ảnh đã gắt,0
3085,"Vũ Quốc Việt góc khuất của việc bỏ con
hic",0
3087,Thôi đừng thở nữa đc k,0
3089,"bớt ảo l mình là main chính bá đạo cái trông như cái lạt 30kg lại còn bỏ con sống sao mà tích phước đi mà ở đó mò đến hang ổ
🙂‍↔️
🙂‍↔️
🙂‍↔️",0
3091,Tội nghịp ảnh qá Ng Như Quỳnh Nguyễn Hoàng Khánh Thư,0
3093,Nhai cái j như nhai ngãi zay,0
3095,"FB này chạy seeding kinh nhỉ bênh J là nó xoá, còn chửi là nó để lại. Đúng truyền thông bẩn có khác nó book đc cmt ảo luôn",1
3097,Nguyễn Anh Thư thôi đừng yêu nghề như thế,0
3099,Lê Phước Mỵ Duyên Hằng Lê ảnh ghim,0
3101,Sao k thêm câu:”Ngày nào còn thở là tao còn bỏ con”,1
3103,Cmt chê trách sending nhiều ghê. :))),0
3105,mầy nói mà k nhìn lại mầy,2
3107,Tran Phuong Anh coi chừng,0
3109,Thương ck em quá Vũ Minh Anhh,0
3111,Tú Minki dô đọc tâm thư của oppa nè,0
3113,Lương TrầnMy Nguyen là s,0
3115,Thiên Bình j97 có đỉnhh khh,0
3117,Mãi bên Jack,0
3119,Đọc tưởng nam 9 trong taxi driver Vũ Việt Tâm,0
3123,Nói ít thôi,0
3125,Nguyễn Mỹ Mỹ anh t lên tiếngg,0
3127,Nơ NguyễnBảo Ngọc ảnh ngôn tìn mà ảnh kím hịp mà ta nói ảnh điện ảnh..,0
3129,Minh Anh HoangThành Vinh góc khuất bỏ con,0
3131,"Trần Tú Nhi a kiên cường quá, thà bỏ con chứ k bỏ cuộc",0
3133,Ly Le mắc ẻ,0
3135,"Đóm ko tương tác với những trang truyền thông bẩn này nhé, gặp cứ lướt.",0
3137,Hồng Quân Diễm Thuận cái văn nhức đầu lủng củng,0
3139,xl quá a ơi.. chăm con đi,1
3141,Nghi Phương hôm qua mới nhắc nè tr,0
3143,Dự Nguyễn ảnh lên tiếng rồi kìa,0
3145,"Như câu hỏi nâng cao trong đề thi Đại Học vậy á, đọc mấy lần luôn cũng không hiểu, phải nhờ bạn gpt đọc và phân tích giùm",0
3147,xl,1
3149,nhất quyết không chịu nuôi con,0
3151,Ngô Bảo Hân cú ảnh,0
3153,"Mấy pn nghĩ nó bị tai tiếng vậy mà vẫn có ng book show nó à
, nó phải bỏ ra gì đó rồi như ass chẳng hạng",0
3155,Nằm MU hã cha,0
3157,"ngày nào còn thở thì nhận con đi , chưa muộn đâu",0
3159,Mắc địch,1
3161,Yen Vy căng ko,0
3163,Công Hải Nguyễn Hoang Yen Nhi a sắp tìm tới tận nhà r đấy,0
3165,Joseph Trầm Sang Nguyen thương,0
3167,Thương ck iu lắm Lê Thị Mai Ngọc Nguyễn Đ.Khoa,0
3169,Hiền Trương ái chà,0
3171,Thanh Thảo đọc mà sợ qué,0
3173,Trinh Trinh có khi nào mình ghét sai khôm??,0
3175,Nguyễn Phuong Anh anh t đã lên tiếng,0
3177,Tiêu Kim liếm gót giày ai v,0
3179,Thôi m tắt thở dùm. K ai cần m phục vụ khán giả nữa. Nói k thấy ngượng. Gớm,2
3181,Vữ zị sao,0
3183,BỐ THẰNG THẦN KINH,2
3185,"Khánh Nguyên giống T ha, nói gì đọc ko hỉu",1
3187,Hà Diễm Quỳnh nói cũng ko xong nữa,0
3189,Bùi Trần Ngọc Duyên đít nd có phát sáng không,1
3191,Nguyễn Ngọc Hân dú khí đá,0
3193,Dang Ngoc Yen Nhi thương ảnh hong,0
3195,Cẩm Giang ai ghẹo,0
3197,Chịu đựng qá tr rồi Tô Hoàng Duy Bảo,0
3199,Trieu Thanh Nhan ảnh đã căng :))),0
3201,Thùy Thanh si ngỉ qài,0
3203,Phương Hiền a lm gì idol a v,0
3207,Nguyễn Ngọc Hoàng Linh còn thở là còn đóm,0
3209,M9 bộ Anime nào đây,0
3211,Diệu Hiền thương lắm,0
3213,Ngô Hoàng Minh Thư hiểu gì k,0
3217,Quý Xuân Quyên Lâm Nghi Tô THA CHO ANH ĐI,0
3219,Đọc cmt :))))))) Phạm Đình Hiếu,0
3223,m chọc chi hắn đó bé? Hoài Thương,0
3225,Nguyễn Quốc Toản ghê chưa ghê chưa,0
3227,Vữ vị sao =)))),0
3229,Lê Ngọc Ái Xuân idol anh đã căng,0
3231,"Chữ nhỏ quá, c đọc giúp e n viết gì với Đỗ T. Thu Hiền",0
3233,Thanh Nguyệt ngầu hôn,0
3237,Nguyễn Thu Phương bị cái gì zạ,0
3239,Đọc xong mà tôi tưởng con nó bỏ a ko đo a dách,0
3241,Ít chữ mà hay nói Nho,0
3243,Huỳnh My hiểu nó nói cái gì hông :)))),0
3245,tui fan ảnh mấy bà đừng có làm lố,0
3247,Ủa... nó có lên bài như vậy luôn hay báo nhét chữ vào mồm nó để nó bị chửi vậy?...,0
3249,Huynh Thai Trinh góc khuất khi đi làm cty của Chị là gì,0
3251,Bến tre mảnh đấy chữ tình,0
3253,"Thương ghê, đọc xong tao thấy đít tao nhấp nháy á. Hay tao thành fan mày cmnr",0
3255,Viết qq gì ko hiểu vậy bây? Câu cú lủng củng quá vậy?!,1
3257,"Ngoại trừ Fan mày ra thì làm đéo có ai bênh mày đâu mà ra vẻ oan ức
những đứa con của mày sẽ theo mày",2
3259,Trang Ht thấy anh chây đẳng cấp chưa,0
3263,Hay quá 10d. Z mà sao k chịu nhớ tận xương tủy … làm cha có 5triu còn trói bỏ việc làm chaaaa … hãy nhớ đến tận xương tủy… đến khi nằm xuống khi về già và nhìn lại xem con cháu có còn chịu chăm sóc cho k nhé,1
3265,"Ít ra anh ấy chỉ đg lên tiếng 1 lần chứ không lèm bèm như thg virrus thì đc
, anh ấy còn mặc kệ cdm có chửi bới anh ra sao thì anh vẫn tạo âm nhạc rất hay oách xà lách vô cùng",1
3293,"Bọn cmt trong này,bao nhiêu % là nick thật nhĩ? Bot bây h lộng hành thế à :))",0
3331,Trên đời chưa thấy thằng nào ủ mưu mà bô bô như này :)) hành văn như hành ….,1
3391,thà bỏ con chứ không bỏ cuộc,0
3393,Jack thà bỏ con chứ không bỏ cuộc,0
3395,"Thứ m nên sợ là vong linh 2 đứa con của m đó thằng bá dơ, thứ m liếm cuc chứ liếm giày còn đỡ",2
3397,Ch.ó sủa là ch.ó k cắn...,1
3399,Thà bỏ con chứ không bỏ cuộc Nguyễn Thị Hoa Mai,0
3401,"thằng này giờ nói ra cái gì t nghe cũng bốc mùi vl, đúng là nhân cách thối tha phát ngôn cũng dơ bẩn",2
3407,"Viết dài vậy nhỉ, tóm lại là vẫn bỏ con đúng không?",0
3409,Kim Hương thà bỏ con chứ kh bỏ cuộc,0
3411,Em Yến thà bỏ con chứ khum bỏ cuộc,0
3415,Jack chắc cũng liên quan tới Diddy chăng,0
3435,Thảo Nhi always love u,0
3437,Thiên Thiên nekkkk,0
3439,Khanh Linh nể,0
3441,Nguyễn Thị Châu Mỹ đạo lí,0
3445,Sẽ ktra là đúng.,0
3449,"Dí luôn con boss dùm t đi, hàng nó còn nhiều hơn N98 nữa",0
3451,"Tới công chiện. Không biết luật pháp Vn thế nào về quản lý dược cho chuyện này. Về khoa khọc, những chất thật sự có ảnh hưởng tới cân nặng, thì về cơ bản là đang can thiệp về cơ chế chuyển hoá dinh dưỡng và năng lượng (metabolism) vô cùng phức tạp của … See more",0
3453,"Hic t nói r, ồn ào cho lắm r lên đồn cả 2",0
3455,"Bắt cả 2 giùm, cám ơn Đảng và Nhà Nước",0
3457,Sẵn tiện kiểm tra thêm con Ngân Collagen rắn lục xanh luôn đi,0
3459,"Vừaaaa này thì dồn con collagen, 98 tới nái :)) tụi m bênh con 98 đi",0
3463,Phải kiểm tra Luôn Sản Phẩm con N Cu Lu Gen,0
3465,kiem tra cả 2 luôn nha,0
3467,"Đang lúc thanh lọc hàng giả, hàng kém chất lượng mà 2 chị cứ thích bem nhau rùm beng mxh cơ. Giờ thì thời tới cản ko kịp :))))",0
3471,Hốt hết cho t,0
3473,Tới số,0
3475,"Hay lắm, phạt hết đi . cho đi tò hết",0
3477,Gòi tới công chuyện,0
3479,Chuối sẽ giảm giá sâu khi Ngân bị phốt,0
3481,Tàn canh,0
3483,Điều tra cả 2 con cho vừa,0
3485,Lạng quạng 2 chị bạc được tặng lắc bạc,0
3487,Chúc mừng nha,0
3489,Nói chung mong rằng kt hết những sản phẩm lừa dối người tiêu dùng,0
3491,MONG CƠ QUAN CẤP CAO..KIỂM TRA BÀ COLA....GIÀU DỮ VẬY,0
3493,"Kiểm tra luôn con Ngân colagen , rồi mấy bà bán cenly gì lun",0
3495,hốt luôn đoàn di bom luôn cho sum vầy,0
3497,Chúc mừng 2 bà nha,0
3499,Đang thanh lọc gắt gao mà 2 bà cứ thích ầm ĩ,0
3501,R tới luôn,0
3503,"Nói đâu có sai
. Fan ume bênh ác lắm như fan hh Thùy Tiên và QLinh vậy.lên đưa idol đi xa.nó còn lên mxh dẫn dắt chạy bài sending khắp mxh",0
3505,Chị Ngân collagen thì sao,0
3507,"Yên tâm, cứ lần lượt từng đứa bán hàng giả hàng nhái sẽ bị sờ đến. Nhưng chỉ sợ nhân lực không đủ nhiều đứa tẩu tán hàng hết thôi",0
3509,Tôi thấy cần thiết kiểm tra mấy ông ở Sở ATTP hơn.,0
3511,Dí đến chết,0
3513,Toàn hàng giả hàng đều chứ lấy đâu ra hàng xịn chất lượng,0
3515,Thời tới cả 2 ạ,0
3517,Chết moe m chưa ngân 98,2
3519,Ê cái khúc trong tấm hình bà Ngân đẹp vậy tr,0
3521,"Chị tao còn có phương pháp giảm cân chỉ cần tiêm thuốc kìa, k ấy kiểm tra luôn đi",0
3523,"Ngoc Tu kiểm tra hết bọn bán online, livestream này nọ nữa",0
3525,Tại xui,0
3527,Rồi hóng kết quả lắm luôn,0
3529,Thời tới,0
3531,2Ng đừng chen lấn ai rồi cũng có phần,0
3533,Chịu ạ,0
3535,Thời tới nữa rồi cho mấy đứa bán hàng online. Ếch chết gì cái lỗ miệng.,0
3537,Dí luôn con Huệ loi choi nữa nhé . Nó bán gc đấy mà cái mồm đến sợ .,0
3539,Rồi đoàn di Bom saooo,0
3541,Xong luôn :)))) mấy cái này toàn đồ lởm chứ gì nữa,0
3543,"Rồi còn cái con vợ cầu thủ quảng cáo retinol bà bầu dùng được, cái nước mà nó gọi là sữa mát nữa",0
3545,"Giờ ai cũng kinh doanh mỹ phẩm, thực phẩm, nước hoa.. vv.. Mong kiểm định hết ko trừ 1 ai",0
3547,"đã bảo 2 má này kiểu gì cũng dắt tay nhau xuống mà
im im đi ko thích cứ thích rùm beng nổi váng lên là hay bị vớt trước lắm",0
3549,Kiểm tra cả hai cho chắc,0
3551,Song ngân tử huỷ,0
3553,Chờ cũng hơi lâu rồi,0
3555,Cắn xé nhau,0
3557,Con Ngân colagen là nên kiểm luôn á,0
3559,Kiểm tra hết mấy sản phẩm giảm cân vs kem trộn đi. Làm gì có cái nào mà ko có chất cấm. :))),0
3561,Bế hết đi,0
3563,kh biết ai đúng ai sai nhưng má này hút mỡ r bán giảm cân là thiệt :))),0
3565,Năm nay sao chiếu yêu hoạt động tốt quá :)),0
3567,Hốt hết dùm,0
3569,"Sp có chất cấm thì chắc ăn rồi, nói chung ngta cũng hk ép mih mua muốn ốm cái vèo cho đẹp thì chịu thôi... cái T qtam là má kia giàu mà chơi dơ chưa từng thấy",0
3571,Chơi ngu thì chịu,0
3573,Tới công chiện,0
3575,Kiểm luôn má Suzie đi,0
3577,Hạnh Mí xong luôn.,0
3579,Bài học rút ra là gì,0
3581,Thâu xog kk,0
