Id,Label,Comment
1156,0,Duy Còm TV GAM CẦN ANH
1157,0,Ko có ngày nào là chúng mày ko tấu hài 
1158,0,thanks you WZ
1159,0,GAM REN is coming
1160,0,Nguyễn Hồ MinhÝ feel so gud
1161,0,Nice 
1162,0,Welcome Ren pls!
1163,0,Mến anh Zone khi là tuyển thủ nhưng mà anh này vốn dĩ cũng choke lòi ra ở những trận lớn. Rồi sau khi giải nghệ WZ làm gymer chứ có phải là đào tạo bài bản tâm lí học đâu.
1164,0,Chung quy là từ đầu Gam tuyển anh làm mental coach là sai. Kết quả thì khỏi nó… 
1165,1,Vãi cả HLV tâm Lý~ =]]~
1166,0,Xứng đáng
1167,0,0 đc 1 cái vị gì
1168,1,Vô dụng thì cook
1169,0,Sao mà chia tay GAM nhiều thế
1170,1,Hankay chua cut ha
1171,0,"chuyên môn ko có, tuyển vào để rửa tiền à"
1172,0,GAM DT.
1173,0,Vào ăn lương được mùa xuân  giờ mấy th kiểu như này thất nghiệp. Stream vài chục người xem còn làm hlv thì không có trình. HLV vô dụng nhất việt nam ;
1174,1, chấn bé đù
1175,0,Haha Vị trí thừa nhất ban huấn luyện
1176,1,kik bớt cũng cố quỹ lương rõ ràng
1177,0,Bắt nó chạy chống đẩy về nó đau lưng mệt đánh chẳng thua
1178,2,là rõ  nuôi tốn tiền chứ chả đc cái mie gì 
1179,0,em sẵn sàng
1180,0,"Về để coach tâm lý nhưng không có tác dụng, không ngạc nhiên lắm khi a là người được cho ra đi. Thôi về bán coin tiếp thôi cụ."
1181,1,Mõm chúa 
1182,0,mặt dù có hlv tâm lý nhưng mà kati vẫn bị tâm lí 
1183,0,#rengamcầnanh
1184,2,Quả HLV vô dụng đcđ 
1185,2,Phế vcl
1186,0,Cái này hợp lí nè Cụ vào k làm dc j hết
1187,0,Đi bộ vuốt râu 
1188,0,Hùng Văn ủa 
1189,1,Thằng ngu này cho cút
1190,2,"thánh b.ú d.ái, làm content video nào cũng b.ú lấy b.ú để, nửa chữ phun ra cũng đều b.ợ người này ng nọ, mấy cái x.àm l cũng b.ợ hết. Rác!"
1191,2,Em đếu sợ th nào hết
1192,1,Hlv phế k kém
1193,0,Minh Quân quá đã
1194,2,Các e ko pushup đc 1 ngàn cái thì đéo bố con thằng nào sợ các em hớt 
1195,2,Đéo bất ngờ lắm 
1196,0,Lâm Nhii quân sư họ Tôn thất lạc đã rời cuộc chơi 
1197,2,Tâm lý là éo sợ thần nào 
1198,2,Đéo sợ thằng nào hết
1199,0,Wellcome Ren
1200,0,Wellcome Shogun
1201,0,>>> Con đường duy nhất để VCS thoát khỏi cảnh quay lại chung mâm với WC
1202,0,Vãi ò
1203,0,"Trừ khi bất đắc dĩ bị kick còn ko nếu làm chưa tốt thì rút kinh nghiệm mùa sau làm lại mắc gì phải nghỉ, cái kiểu truyền lửa của Warzone là cách cũ của mấy ông diễn giả đa cấp hơn chục năm trước từng xài. Nhìn có vẻ tích cực nhưng có phần nhiều là máy … "
1204,0,Có bom thì nổ đi nào
1205,0,hởm thấy cầm lá cờ là tao ngi rồi
1206,0,Tưởng tuyển về để thi chống đẩy với TK Nguyễn 
1207,0,Ren chắc luôn
1208,0,Nguyễn Anh Vũ bom tấn đội S ....
1209,0,Sao t nghi GAM Ren thế nhở 
1210,0,"Dư bỏ là đúng r, cho về chơi coin lùa gà tiếp đi "
1211,0,Tú HLV tâm lí
1212,0,Vo Ky GAM Ren
1213,2,Hlv cục cứt thúi nhất 
1214,1,Kati đi msi mặt xanh như đít nhái còn HLV Tâm lí làm gì thì không ai biết
1215,0,"chắc bên tuyển dụng của gam kiểu : warzone có câu "" em đéo sợ thằng nào cả "" => warzone có tâm lý tốt => tuyển warzone về làm hlv tâm lý"
1216,0,"vấn đề 1 là không chắc warzone đã có tâm lý tốt nhé, có thể bản thân warzone khi trả lời phỏng vấn thì rất tự ti… "
1217,0,Cụ đi
1218,0,"HLV tâm lý mà không có bằng cấp gì, tuyển về được cũng ảo ma vl"
1219,0,"Vinh Hoàng cụ tổ vào ăn mấy tháng tiền lương, du lịch free qua London xong out, suy nghĩ cao siêu như thế không phải ai cũng làm được đâu"
1220,0,Làm HLV
1221,0,Đi hét
1222,0,welcome Ren
1223,1,hlv mõm
1224,2,Vl HLV tâm lý
1225,2,Phế vl
1226,0, welcome slayder
1227,0,"ren, gam cần anh"
1228,0,"Cách đánh và trình độ ko có gì tiến triển, mỗi cái làm phim và tổ chức mấy cái ba sàm thì càng ngày càng ghê. Mong rằng khả năng thi đấu của các em cũng tốt như khả năng làm phim vậy"
1229,0,3 cái chức vô địch giải ao làng + 1 cái HCV mà gần như đội nào trong top4 VCS cũng có thể giành dc nhưng ra giải quốc tế thì chẳng = ai. NRG Asia nói thật đầu tư vào GAM 2 năm qua như quăng tiền ra ngoài cửa sổ
1230,0,Gam vẫn hơn Mad mà :33
1231,2,"Thay đổi lớn vc, thua Wildcard"
1232,0, Đăng chi z ! Đang tạm ngưng pressing Gam để tiếp tục hoà chung không khí MSI màaa
1233,0,"rồi ao làng hành gà quá chi để giờ nó loại ra khỏi bộ môn seagame, đánh giữ khách là thêm giải ao làng chơi tiếp r"
1234,1,bị mấy tk wildcard nắc cho vè nước mà con tự hào đăng cái bài này đc
1235,0,được mỗi cái seagame thì vinh hạnh gì
1236,0,"3 chức vô địch VCS, 1 HCV tại SEA Games 31, Cup gạt giò TES, Cup thua wc thành tích của GAM còn gì đáng tự hào hơn nữa AE thấy đúng like cho lên top để thành viên GAM cảm thấy tự hào với thành tích của mình nào"
1237,2,Chúng ta còn từ wildcard trở thành coincard nữa
1238,0,"""3 chức vô địch VinhCS, 1 hcv sea gêm và 2 lần tham gia giải đấu quốc tế"""
1239,2,"Chơi game cũng giống như đá bóng vậy, thằng chơi dỡ nhất là thằng Làm Gôn!"
1240,0,Đăng chi để tụi anti nó dí v
1241,0,Ao làng championship series
1242,1,Quả này chỉ có nước thank you vài ông trong lineup hoặc cút xuống dự bị + tuyển mem mới thì may ra mới làm dịu dc người ta. K thì cứ pressing đến hè 
1243,2,th thủ môn gọi là gì th làm gôn
1244,0,"GAM luôn dậm chân tại chỗ , mùa nào cũng top 1"
1245,0,"Mấy đội khác cứ loại đc Gam dành xuất đinh đánh đi đã, muốn làm trời lm biển gì thì làm. Chứ GAM còn không thắng đc đòi đi đánh quốc tế nghe giống kiểu học sinh trung bình nói mấy thằng đi đc đi thi học sinh giỏi cấp tỉnh ấy nhỉ"
1246,0,"Thay vì đăng cái bài vô bổ như vầy thì Gam hiện tại nên bổ sung thêm nhân sự ở các vị trí bot, mid cũng như build team Academy để phát triển lâu dài hơn. Cứ như hiện tại thì ra quốc tế lại ăn hành tiếp."
1247,0,"HCV sea game là đỉnh cao lắm rồi , giờ mún cũng đâu có đc"
1248,0,"Gam là 1 đội mạnh nhưng khi ra các đấu trường quốc tế thì lại choke quá chừng, bị pressing vì có thể làm tốt hơn"
1249,0,thấy nrg đầu tư vào sgb thì ngon hơn nhiều
1250,0,"Thì như Riot thôi  nhà làm phim, sự kiện, .... còn đánh đấm thì chỉ ở giải ao làng thôi "
1251,0,Cố lên nhé. Nghiêm túc và chuyên nghiệp hơn nữa để nền esports Việt Nam phát triển mạnh mẽ hơn
1252,1,Giải này gân đàm ko đánh à ae
1253,1,Lâu lâu có nhớ đội tuyển quá thì lôi HCV ra mà tự thẩm đi mấy thg gam con 
1254,0,Media bên gam cũng biết chọn thời điểm đăng bài ghê  làm tụi anti nó có cơ hội để dí.
1255,0,Định pressing mà thôi...tàn lắm rồi
1256,0,Là người đưa khu vực vcs thành wcs 
1257,0,Còn thành tích đưa toàn bộ fan gam vào hang sao không thấy kể v mn
1258,2,thành công lớn nhất của GAM từ khi được NRG đầu tư là biến tier của mình thành Concard ha
1259,2,"Lmht huyền thoại càng ngày càng giống bóng đá, cuối cùng mấy thằng ngu nhất cũng là mấy thằng LÀM GÔN"
1260,0,"Thấy thông báo có tin mới, tưởng đăng bài tuyển ad mới rồi
."
1261,0,Má tưởng THANKYOU NRG chứ 
1262,2,Đánh giải lớn như cc họ nói tới giải ao làng thì đuoc cc j
1263,0,"Ko thấy gì khác ngoài thụt lùi và đi xuống. NGR Asia đầu tư sai chỗ là thấy rõ. Nhìn msi vòng trong ban pick thấy Gam bị out meta và out trình so với thế giới nặng luôn. Chỉ dc cái đông, xàm, đánh bóng ngoài lề là nhiều. Còn thật sự như nào thì đã rõ. … "
1264,2,GAM thay đổi nhiều.. truyền thông mạnh lên.. mõm cũng mạnh lên.. Trước lúc tham dự giải QT nào là mục tiêu abcxyz. Xong thay đổi lớn nhất là thua luôn WC.. thay đổi đỉnh vcl
1265,2,"HAY LẮM TỪ 1 KHU VỰC COI WILDCARD NHƯ RẺ RÁCH, GAM ĐÃ BIẾN VCS THÀNH 1 KHU VỰC NHƯ CARD LUN"
1266,1,Dạ mình cảm thấy Gam càng ngày càng đần hơn ạ
1267,2,Trình concard thì nó chỉ thế thôi
1268,0,mọi thứ ổn cho đến 2 lần ra thế giới đều kém
1269,0,Thanks xì tai chưa Cho Gam đỡ nát
1270,0,ChatGPT AI đã trả lời
1271,0,Vào hóng chúng sanh pressing Gam mà cũng được fan cứng kkk
1272,0,"3 chức vô địch VCS và 1 HCV , kiện tướng VN kh = 1 góc CKTG 1-5 , 0-4 MSI đi về ! GAM đã và đang thay đổi rất nhiều tại VCS "
1273,0,"GAM 2 năm vừa qua thay đổi thật, thua mỗi WC"
1274,0,HCV SG thua WC
1275,0,"Tầm này content nào cũng bị pressing cả, mà thua WC đúng mà ko chấp nhận nổi thật"
1276,2,Từ anh lớn WC h thua cả concard 
1277,2,Thay dùm ông Wz hlv tâm lý qq dùm đi ạ
1278,1,Rx 78-2 Gundam
1279,0,ước chi năm ni sea games cx có lmht thì tốt biết mấy 
1280,0,K có NRG có khi lại chăm chỉ hơi. Đúng kiểu nhà nghèo vượt khó hơn. Tuyển thủ giàu hơn cả mấy vđv được huy chương vàng seagame các thứ
1281,0,"Mong là bạn Khánh Nai xừ và các e tôi sẽ vững tâm lý hơn khi thi đấu quốc tế để VCS thể hiện đúng vị thế của mình trên trường quốc tế, để chúng tôi được hô vang #GAMTIME vs bạn bè thế giới, vẫn tin và luôn ủng hộ ae"
1282,2,thay đổi lớn nhất là từ xem WC là dbrr thành bị WC nắc chạy về nước 
1283,0,Từ 1 biểu tượng của khu vực vcs
1284,2,Thành 1 đội thuộc khu vực concard
1285,0,Thấy cái này trên mạng mà chưa hiểu ai gt hộ với ạ
1286,0,Tự hào ngạo nghễ trình ngang DFM về nc top 1
1287,1,Gân đàm...
1288,0,"Trình độ đánh càng ngày càng đi xuống, không có gì đặc sắc. Đánh giải quốc tế thì quá lép vế, đánh giải trong nước thì cảm thấy nhiều trận đấu đánh quá chủ quan."
1289,1,Kêu chấn bé đù xì tai luyện bộ môn này cho dẻo là nắc đc tụi WC
1290,0,Thay đổi lớn nhất là năm nào cũng được về sớm cả
1291,2,Wildcard thành Concard lunn
1292,0,GAM TIME
1293,0,Nguyễn Hoàng An Minh Trí cúp thua wildcard là chiếc cúp mãi trong tim ng hâm mộ
1294,1,Vinh Lai ngu theo thời gian 
1295,0,"Rồi thay đổi từ auto thắng wc sang thua wc đâu, s hong thấy nhắc"
1296,2,thay đổi thành khu vực concard
1297,1,Thay đổi lớn là bị WC nó nắc cho thở không nỗi. Mặt cắt không còn giọt máu
1298,0,"Mà thiệt sự là TK thấy được cái hay nào từ Wz mà tuyển về . Trước khi vào gam thì đi lùa ga máy cái NFT, crypto rồi lại nói đạo lý này nọ . Lúc trước tôi cũng từng thích Wz nhưng sau vụ lùa ga thì mất hết cảm tình"
1299,0,Phải nói là ban huấn luyện đưa ra lối đánh và chiến thuật quá chán
1300,0,Dánh càng ngày càng chán
1301,0,thua wildcard thì thay đổi dữ chưa
1302,0,"đề nghị giải thể quá kém,tốt nhất là tập chung chuyên môn đi,toàn làm những chuyện thừa"
1303,0,"Đọc lẹ, Tưởng là THANKYOU RNG chứ "
1304,0,Tự hào mình thông minh nhất trong ...
1305,0,Đang bị pressing còn cố flexing
1306,1,"Thay đổi thật, từ ngạo nghễ dập wildcard thành bị wildcard đấm vào mồm"
1307,0,"Cứ nghĩ đến thua WC lại cay, SGB năm ngoái thắng dễ thế vậy mà. Kati vs Style đừng đi cktg nữa."
1308,1,Gân đàm
1309,0,Fan Gam giờ nằm dưới đấy xh rồi
1310,0,Tưởng thank you Gam 
1311,0,"Bỏ cái sea game đánh msi thì có phải đợt này đỡ choke rồi không, danh hão"
1312,1,Bị WC vả cho như bố đánh con thì Nên nói thế nào nhở : 
1313,0,"Nhưng mà mấy ngày nay không thấy Gam đánh Msi nhỉ, mình xin lịch để theo dõi với"
1314,0,ờ thì cụ thể là GAM được ưu tiên khá nhiều dù có thua cỡ nào thì cũng được đầu tư có cửa đi tiếp cụ thể là cửa sân bay.
1315,1,Sang tài trợ cho SGB đi nrg ơi ko trông đợi đc gundam đâu
1316,0,lạc quan như cái đội này z
1317,0,Thank you Sty1e đi rồi đăng gì đăng
1318,0,Chiếc cúp thua Wildcard là chiếc cúp đáng tự hào nhất
1319,0,"Làm ơn đừng up j cả
bực quá trời bực luôn ạ"
1320,2,Vn ko có tí nị thứ 2 đâu. Toàn hlv lol gì ko. Toàn thấy lo chăm chút tóc tai với làm màu. Trình độ hlv thì như cc. 1 thằng blv cũng đi làm hlv dc là hiểu. Cụ thể minh hảo
1321,0,NRG qua tài trợ cho SGB hợp lí hơn
1322,0,má pressing tới chết ... tụi này nó dí ác
1323,0,Thay đổi từ VCS thành VCSA
1324,0,xin hãy cho chúng tôi ban huấn luyện chất lượng hơn
1325,1,Ra quốc tế là chấn bé đù.
1326,2,Thay đổi ncc
1327,0,C7N !
1328,2,NCC  Gôn làm
1329,0,Danh cung hay day nhung o ao lang
1330,0,Má tưởng thankyou RNG 
1331,0,Cúp thắng wc 1 ván siuuuuuu
1332,0,cần siêu xạ thủ
1333,1,gundam hóa 
1334,0,Trần Đức Hiếu lại lôi cúp ra đếm 
1335,0,Năm nay mấy đội vô địch quốc nội ra ngoài đánh giải ko bằng seed 2 nhỉ
1336,0,Riot tăng max sức mạnh cho Ngộ Khỉ nữa là ok
1337,1,ngân dù đều
1338,1,Mấy thằng cha media còn ló mặt ra luôn à
1339,0,tưởng thông báo giải thể đội tuyển chứ
1340,0,vua xứ mù
1341,0,thành tích đưa vcs về wc nữa
1342,2,Đánh như đb up tus quài bị chửi ko nhục hã
1343,0,Tưởng thông báo rút lui chứ haha
1344,2,Từ tier trên wildcard đến coincard
1345,1,Gam trưởng thành ra . .. Mà là ga ràm
1346,1,"Truyền thông ngu cho tuyển thủ ảo tưởng, đưa vcs thành wildcard "
1347,0,"tại sao không nhường đi MSI cho SGB, GAM ra thế giới yếu hơn cả đội VCSB chịu"
1348,0,Và thành trò hề cho thế wildcard
1349,0,thua cái khu vực yếu nhất cãi gì nữa xây lại đi ko mùa sau đến cả cái vé còn k có
1350,0,Càng lúc thấy càng kém hơn hay là các nước bạn đi lên còn mình dậm tại chố
1351,0,Thay đổi gì Biến Vcs từ khu vực riêng xác nhập vào WirdCard à 
1352,1,Nằm ngửa cho wildcard nắc tự hào ghê nhỉ 
1353,2,GÔN LÀMMM
1354,1,Cúp thua wc đâu hả gam nguu
1355,0,Tưởng đăng tin chia tay
1356,0,về Ces coop đầu tư thôi
1357,1,bị Wc nó nắc lên bờ xuống ruộng mà 
1358,0,Bộ ko thấy nhục hả
1359,0,không phải GAM mạnh. mà VCS chững lại
1360,0,tự hào ha
1361,0,Chỉ là cái tên
1362,1,Là thay đổi dữ chưa gundam
1363,0,"Oh ghê đấy, mà nhớ bán sty1e đi nhá"
1364,0,"Thay đổi thật sự, thua WC tự hào ghê up stt hoài "
1365,0,Đăng để bị pressing 
1366,0,"Time to say ""Thank you"""
1367,0,các bạn cảm thấy GAM đã thay đổi thế nào trong 2 năm vừa qua
1368,2,mình xin trả lời là các thành tích trong quá khứ không thể nào cứu giúp đợt MSI vừa qua cả mong team xem xét lại kick hết mẹ mấy thằng dốt đi
1369,0,Thôi đừng có đánh chống lảng ko có tác dụng đâu
1370,0,Về sớm nhất msi nữa
1371,1,Gam lần nào ra quốc tế cũng hóa đần lần ấy kì vậy ta
1372,0,Cần phải nói sao
1373,2,Tự hào concard j ở đây vậy 
1374,0,Thái Việt tự hào dữ chưa
1375,0,NnG có bỏ gam ko. Hay đầu tư gấp đôi
1376,0,Nói thẳng ra là càng ngày càng đi xuống
1377,2,Gôn làm
1378,2,ông Gôn Làm kinh tế
1379,0,"Thay đổi lớn nhất là đưa vcs xuống dưới cả trình wildcard, đấy mới là cái quan trọng."
1380,0,Trọng Ps thua wild card là cái đáng nói
1381,1,gundam
1382,0,Gam chỉ là cái tên
1383,0,"Sao không liệt kê thành tích thua wc, là đội về nước sớm nhất msi kìa "
1384,1,"Đăng lên để fan nó
vô mặt à gân đàm"
1385,0,Cứ thích bị pressing nhị
1386,0,An Hoàng giúp gam thoát pressing đi
1387,2,thay đổi khiếp quá từ wc thành cc luôn mà :>
1388,0,Tệ quá AD
1389,2,Lz nào đào ác z 
1390,0,2 lần tham dự giải đấu quốc tế
1391,0,2 lần lót đường ở giải đấu quốc tế
1392,0,ăn mài quá khứ ak
1393,2,Thụt lùi thôi chứ có cái mẹ gì đâu 
1394,0,Tốn tiền của NRG
1395,0,Xong chia tay cùng gam
1396,0,TK Nguyen Out !!!
1397,0,Đi xuống
1398,0,Giải tán
1399,0,"k nhắc tới thay đổi lớn nhất v, thay đổi vị thế cả 1 khu vực "
1400,0,Nhìn bọn anti chê GAM đánh kém mà không suy nghĩ rằng team của bọn nó bị GAM củ hành ở VCS
1401,0,Khoe dữ chưa Hình như vẫn thiếu
1402,2,như lol
1403,1,Đầu tư tâm huyết mà lũ tuyển thủ đánh như đái vào mặt
1404,1,Đánh nguuu hơn xưa
1405,1,ra cho bị ỉa lên đầu
1406,1,GAM ngu di
1407,1,GAM ngu đi nhiều 
1408,2,"2 năm 3 chức vô địch VCS, HCV Seagames, 2 lần ra quốc tế. Ngoài ra còn có cup gạt giò TES, cúp bị WC loại sau 6 năm. Lúc Buffalo với Lowkey ra quốc tế cũng thua WC 1 trận nhưng đánh còn vô sâu. Gôn làm thua WC còn bị loại bởi chính WC cay lỏ dái"
1409,2,thay mẹ ad lun đi trời
1410,2,Đánh nguu vc thua wc chứ gì 
1411,2,Ysa Danhmalabdoul như c ạ 
1412,0,kinh zạ Bùi Thái Vũ
1413,1,Ngu hơn trước
1414,1,Ko biết nhục nhã là gì vậy GAM Esports LoL . Rồi ra thế giới gọi là nhục nhã à
1415,2,ở vcs ỉa lên đầu mấy team kia thì đòi team nào thay gam ra tg   . dẹp mẹ vcs lun đi 
1416,0,Nguyên Phan dí
1417,0,Nát
1418,1,thg chột làm vua xứ mù
1419,1,dốt
1420,1,Giải ai làng khoe khoang  đánh thì đần
1421,0,Nguyễn Sơn góp ý đi
1422,2,Hoàng Lực Hoàng Lâmncct
1423,0,Happy anniversary to GAM Esports LoL
1424,2,"Làm admin của GAM cũng nhàn ,bị chửi dell biết làm cc gì nhỉ"
1425,0,Ai cho xin cách liên hệ với NRG với
1426,1,"là nơi bán vé xem gundam bị wc nắc từ nhà đến trường, quả thay đổi cả 1 bộ mặt của vcs, mãi yêu gun"
1427,1,"Gundam
cktg cố lên đá bay slot còn lại để năm sau còn 1 slot nào"
1428,2,"Vcl từ khu vực trung bình thành khu vực concard , nhục nhã vcl"
1429,0,"2 năm qua GAM vẫn đứng trên đỉnh VCS, GAM vẫn là bố của SE"
1430,0,Cần siuu xạ thủ nhé
1431,0,"Mấy bố cứ bảo ao làq, đấy cup đấy, bảo 7 đội còn lại vào mà lấy, giờ k vô địch thì kêu, vô địch cũng kêu, mệt vcl"
1432,2,"Thay đổi từ VCS, tạo ra một khu vực mới mang tên Concard"
1433,0,nói chung là do cả vcs đánh kém đi nên Gam ko có đối thủ xứng tầm để cải thiên bản thân
1434,0,Mong là vẫn tiếp tục
1435,0,Thiếu top 4 msi kìa
1436,2,thay đổi cái cc
1437,0,Tự hào quá ha 
1438,0,Thua Wildcard quá mạnh
1439,0,Từ 1 khu vực mạnh giờ xuống đáy r
1440,0,NRG ad làm 1 video về nhà tài trợ cho GAm đi @@
1441,2,tôi thấy gam càng ngày càng như lol 
1442,0,"Tôi chỉ biết style là một người có vấn đề về mặt đạo đức khi đã đi toxic ở rank hàn 2 năm về trước. Kết quả các tuyển thủ đã bị tịch thu acc ở rank Hàn. Ấy vậy mà GAM vẫn tuyển về làm AD cho họ. Chưa nói đến kỹ năng, một tuyển thủ có độ toxic như thế n… "
1443,0,Thay đổi lớn nhất là thua wildcard Ngô Huy Tiến Giáp
1444,0,"2 cái đầu vô địch với hcv sao cái 3 chỉ có ""tham gia"" thôi vậy"
1445,1,Thẩm du à
1446,0,Thua wc thì ko chấp nhận đc
1447,0,U22 cứu GAM với
1448,0,Nrg bỏ gam đúng kỉ niệm 2 năm là đẹp
1449,0,đường cùng Nguyễn Minh Quang
1450,0,se time
1451,0,"tự hào dữ chưa
, giải nhà người ta càng đi lên trong khi vcs càng ngày càng nát vua xứ mù mà ảo tưởng"
1452,2,Hứa hẹn rồi như cc lo vào chuyên môn đi đánh như cc nhục nhã
1453,1,Đần đi
1454,1,rác
1455,1,thấy càng ngày càng ngu
1456,1,Gam quốc nhục Vn
1457,0,Haha
1458,2,Cmn vẫn đủ can đảm đăng stt 
1459,0,Cháy ác.
1460,2,"Thay thằng lz ad này đi , đi london về vào game feed ngu như chó"
1461,0,Tưởng thank you Kati thì vui 
1462,2,"1 thằng ngờ u so với 7 thằng quá ngờ u, ăn được mấy thằng ngờ u này xong tưởng thế giới nó cũng ngờ u như 7 thẳng còn lại của VCS. Ra thế giới nhờ GAM mà Liên Minh Huyền Thoại có thêm 1 khu vực khác ngoài WildCard đó là CoinCard"
1463,0,Thay đổi từ 1 đội cứ ra quốc tế fan lại mong chờ có 1 điều gì đó khác biệt cụ thể là năm 2017
1464,2,Đến 1 đội thua con m* cả wc và đ còn gì để có thể hi vọng nếu k thay cái cặp bot và thằng mid
1465,0,"thua wc, 1 thành tích đáng tự hào ghê "
1466,1,"Gân đàm ko ai biêta đânh Ksante, ahri, Annie, Gragas à"
1467,0,17-0 VCS
1468,0,0-2 MSI
1469,0,thay đổi lớn nhất là thua Will Card
1470,0,"Buồn của GAM - đánh vcs bất bại chi để tụi nó ảo tưởng
phải nhả cho SE win 1-2 game cho ngta đỡ chửi chứ "
1471,1,GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.GÁY ĐI AE T1.MẤY THẰNG TUYỂN THỦ VCS VÀO MÀ HỌC TẬP CHỈ HỌC GÁY CỦA BA GÀ KO TÁC DỤNG
1472,1,thủ dâm tinh thần tiêp à 
1473,2,Thay đổi từ Wildcard thành Concard
1474,2,Như cái loz Quang Tran
1475,0,"Từ 1 thằng gamcon trên đỉnh vinh quang thành 1 thằng gamcon trốn nhui trốn nhủi, tôi chẳng buồn chửi nữa."
1476,2,Wildcard > Concard
1477,0,tưởng thank you nrg
1478,0,Thank you nrg 
1479,0,Thank you NRG
1480,2,"dù anti có sủa như nào thì Gam vẫn là nhà vô địch , các đội k ăn đc gam thì k có quyền sủa  sủa bố lôi cúp ra đè chết mẹ chúng mày"
1481,1,Tự sục
1482,0,Cho nhớ
1483,0,là tự hào dữ chưa
1484,2,"Gam truyền thông thì giỏi , tâng bóc cũng giỏi , lấp liếm cũng giỏi , còn những thằng Fan thì bợ đít bao giỏi , nói tóm lại các bạn rất giỏi , mõi cái tội phô trương thân thế ra thế giới thì như con cak  thua cả WC mà vẫn tự hào khoe thành tích như … "
1485,1,"Đánh ngu thì chả bị chửi, nghĩ cảnh Việt Nam thua Lào loại từ vòng gửi xe xem cả nước có chửi cho k. Nhiều người trong đó có tôi xem trận đấu k đơn giản chỉ là 1 đội Esport yêu thích đánh 1 vài ván game, mà là đại diện cho một khu vực, 1 dân tộc thể hi… "
1486,0,BỔ SUNG DƯỠNG CHẤT CHO XƯƠNG CHẮC - KHỎE NGƯỜI
1487,2,"Đi xuống vl, đ hiểu tự hào gì"
1488,0,Đặng Phú Tân đã thấy ảnh bìa và đánh giá
1489,0,cộng đồng toxic thế này thì làm sao mà phát triển
1490,0,Thua cả WC thì chịu 
1491,2,"Gam như đội u22 VN. Đều thì đấu như lol. Ngu như nhau. Cả hai đều có 1 mục tiêu chung là đi WC. Nhưng một bên là wildcard, 1 bên là nhà vệ sinh."
1492,1,Gam ngu
1493,1,Thấy ngu hơn à
1494,0,Cố gắng lên Gam
1495,0,Thay đổi thật sự. Thay vì đem lại sự phấn khích như năm trước cho fan trong và ngoài nước. Thì những gì năm nay GAM mang đến thì lại tràn đầy nỗi thất vọng.
1496,2,Thua WC là thay đổi nhưng thành Concard là sự biến đổi
1497,0,"Lo chơi game đi, còn ten ít thôi"
1498,0,KICK STYLE ĐƯỢC CHƯA 
1499,0,Từ cạnh tranh với mỹ thành cạnh tranh với mỹ latin
1500,1,càng ngày càng ngu chứ sao hỏi z cũng hỏi
1501,0,"Riêng tôi thì luôn luôn ủng hộ GAM. Mặc dù thi đấu không thành công tại MSI, nhưng điều đó chứng minh VCS còn yếu. Chúng ta cần những tổ chức lớn như NRG đầu tư thì lúc đó mới có thể phát triển được. Thua thì cũng buồn thật nhưng hãy lấy đó làm bài học… "
1502,2,vãi cức thiệt 
1503,0,Qtrong là chả có thấy gì gọi là cải thiện hay tiến bộ. Làm truyền thông nhìu nhưng chuyên môn thì chưa nhìu gì cả
1504,1,Éo nói nhiều GAMTIME
1505,0,"Mấy thk hề nhỉ . Gam thua là do trình độ rồi, ko thấy thắng 17 0 mà ra TG ko win đc R7 , là cả VCS xuống trình rồi. Cứ cố cãi fan đội này đội kia
"
1506,1,"Ngu đi trông thấy thật, còn phải thay đổi đội hình + cố gắng nhiều"
1507,1,Đần hơn
1508,2,thôi về làm gôn đi đừng lên tiền đạo nữa
1509,0,Ăn mày
1510,1,"Ai cũng thấy GAM như quán Katinat, bởi vì pha quá tệ"
1511,1,Càng ngày càng đần
1512,2,Làm gôn
1513,1,Sau 2 năm thì ngu hơn 
1514,0,"Nên cải cách cả chiến thuật và con người bởi nếu khán giả quay lưng thì nhà tài trợ cũng vậy, cái chúng tôi cần là hành động hướng tới tương lai chứ không phải ăn mày quá khứ!"
1515,0,Gam i boss
1516,2,thay đổi như lồn
1517,0,Thay đổi lớn . Đó là thua WC
1518,2,Đưa mấy cái chứ vô địch dô làm cl gì thắng thua do tuyển thủ chứ liên quan gì NRG không có NRG thì gôn-làm vẫn thống trị quốc nội còn cái seagame nói tht cả khu vực có ai chơi LOL dell đâu kiểu này cktg đánh thể thức mới dell dc ngồi chung mâm vs mấy … 
1519,1,ngu hơn
1520,2,"Đánh đấm thì như cc. Vô địch vcs, hcv sea game mà làm như to lớn lắm. Khiên tốn lại các em, nào là ngang trình bắc mĩ, ngang trình châu âu, trên trình wc, vcs tiệm cận lol thế giới. Nói thẳng mẹ ra cái trận gạt giò TES ở cktg là MAY MẮN. Biết là trình … "
1521,0,"Quá tự hào, ngạo nghễ VCS thua WC"
1522,0,NRG có khi đổ tiền vào SGB có khi còn tín hơn đấy. Ra quốc tế SGB chưa bao giờ làm mất mặt VCS cả 
1523,0,"Với cả từ khi đổi tên về tên Tắt là GAM và đúng thay tên đổi vận, cái tên nó vận vào team luôn. GAM quốc tế nặng đúng như cái tên của họ. 3 lần ra quố… "
1524,0,Siêu sao ảo làng 
